display,tooltips,purity,complexity,cost,processing,steps,viewBox,recipeIndexes,id
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,78586020.49534507,21998539.19325775,56587481.30208732,1055,2304 1856,22033 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:2b,digAOE:3b,attackDmg:3b,attackAOE:3b},Energy:768000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,78584593.6578485,21997108.355761193,56587485.30208732,1059,2304 1856,22018 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{attackDmg:2b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,78584593.6578485,21997108.355761193,56587485.30208732,1059,2304 1856,22018 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:3b,attackDmg:2b,attackAOE:3b},Energy:768000000}"
Draconic Sword,Charge: 16.0M / 16.0M RF,1,78584593.6578485,21997108.355761193,56587485.30208732,1059,2400 1856,22018 22064,"draconicevolution:draconic_sword:0:{Energy:16000000,DEUpgrades:{attackDmg:2b}}"
Draconic Sword,Charge: 256.0M / 256.0M RF,1,78584593.6578485,21997108.355761193,56587485.30208732,1059,2400 1856,22018 22064,"draconicevolution:draconic_sword:0:{DEUpgrades:{rfCap:3b,attackDmg:2b,attackAOE:3b},Energy:256000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,78581812.03875476,21994326.736667432,56587485.30208732,1059,2304 1856,22046 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{attackAOE:2b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,78581812.03875476,21994326.736667432,56587485.30208732,1059,2304 1856,22046 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:3b,attackDmg:3b,attackAOE:2b},Energy:768000000}"
Draconic Sword,Charge: 16.0M / 16.0M RF,1,78581812.03875476,21994326.736667432,56587485.30208732,1059,2400 1856,22046 22064,"draconicevolution:draconic_sword:0:{Energy:16000000,DEUpgrades:{attackAOE:2b}}"
Draconic Sword,Charge: 256.0M / 256.0M RF,1,78581812.03875476,21994326.736667432,56587485.30208732,1059,2400 1856,22046 22064,"draconicevolution:draconic_sword:0:{DEUpgrades:{rfCap:3b,attackDmg:3b,attackAOE:2b},Energy:256000000}"
Draconic Axe,Charge: 16.0M / 16.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,1280 1856,22036 22062,"draconicevolution:draconic_axe:0:{Energy:16000000,DEUpgrades:{digAOE:2b}}"
Draconic Axe,Charge: 16.0M / 16.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,1280 1856,22036 22062,"draconicevolution:draconic_axe:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:2b},Energy:256000000}"
Draconic Hoe,Charge: 16.0M / 16.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,1856 1856,22036 22065,"draconicevolution:draconic_hoe:0:{Energy:16000000,DEUpgrades:{digAOE:2b}}"
Draconic Hoe,Charge: 256.0M / 256.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,1856 1856,22036 22065,"draconicevolution:draconic_hoe:0:{DEUpgrades:{rfCap:3b,digAOE:2b},Energy:256000000}"
Draconic Pickaxe,Charge: 16.0M / 16.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2080 1856,22036 22060,"draconicevolution:draconic_pick:0:{Energy:16000000,DEUpgrades:{digAOE:2b}}"
Draconic Pickaxe,Charge: 256.0M / 256.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2080 1856,22036 22060,"draconicevolution:draconic_pick:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:2b},Energy:256000000}"
Draconic Shovel,Charge: 16.0M / 16.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2176 1856,22036 22061,"draconicevolution:draconic_shovel:0:{Energy:16000000,DEUpgrades:{digAOE:2b}}"
Draconic Shovel,Charge: 256.0M / 256.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2176 1856,22036 22061,"draconicevolution:draconic_shovel:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:2b},Energy:256000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2304 1856,22036 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{digAOE:2b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,78581736.61477262,21994255.31268529,56587481.30208732,1055,2304 1856,22036 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:2b,attackDmg:3b,attackAOE:3b},Energy:768000000}"
Fluix Singularity,,1,77722934.73410726,51954033.87948122,25768900.85462604,828,928 2176,6931,extendedcrafting:singularity_custom:107
Dimension Enscriber,,1,77520538.67250681,17006811.657204665,60513727.01530215,1135,928 4768,98543,rftoolsdim:dimension_enscriber:0
Tough Tool Rod,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,3168 6688,48973 48972,"tconstruct:tough_tool_rod:0:{Material:""wyvern_metal""}"
Wyvern Tough Binding,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,6112 6656,48981 48980,"tconstruct:tough_binding:0:{Material:""wyvern_metal""}"
Wyvern Pan,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,7648 6112,48995 48994,"tconstruct:pan_head:0:{Material:""wyvern_metal""}"
Wyvern Sign Plate,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,3968 6592,48997 48996,"tconstruct:sign_head:0:{Material:""wyvern_metal""}"
Wyvern Bowlimb,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,1472 5248,49001 49000,"tconstruct:bow_limb:0:{Material:""wyvern_metal""}"
Wyvern Armor Plates,,1,76790291.07792142,20299523.32636499,56490767.751556434,1032,1760 1504,49009 49008,"conarm:armor_plate:0:{Material:""wyvern_metal""}"
"Dark Steel Upgrade ""Solar III""",,1,76381634.78347957,21650929.440970965,54730705.3425086,928,5856 1984,94297,"enderio:item_dark_steel_upgrade:1:{""enderio:dsu"":""enderiomachines:solar3""}"
"Dark Steel Upgrade ""Solar III""",,1,76381634.78347957,21650929.440970965,54730705.3425086,928,7040 1984,94297,"enderio:item_dark_steel_upgrade:1:{""enderio:dsu"":""enderiomachines:solar3"",""enderio:enabled"":1b}"
Vibrant Photovoltaic Cell,,1,76381631.78347957,21650927.440970965,54730704.3425086,927,5216 1952,97641,enderio:block_solar_panel:3
Lumium Singularity,,1,76055506.59162915,50286603.73700311,25768902.85462604,830,448 2176,6909,extendedcrafting:singularity:49
Rainbow Generator!,,1,75502588.53224711,18915084.230159815,56587504.3020873,1078,4576 2304,97760,extrautils2:rainbowgenerator:0
Elite Induction Cell,,1,73505743.57070886,47405596.65080479,26100146.91990407,907,5568 3456,98193,mekanism:basicblock2:3:{tier:2}
§cBlock of Supremium,,1,73037432.2781631,73017693.12661466,19739.151548452082,38,64 3904,87867 57569,mysticalagriculture:ingot_storage:5
Triple Compressed Diamond,,1,72900873,72900820,53,3,7552 32,93822,additionalcompression:gemdiamond_compressed:2
Quintuple Compressed Soul Sand,,1,72880996.51151164,72879960.93725237,1035.5742592592592,8,1792 64,93641 93642,additionalcompression:soulsand_compressed:4
Quintuple Compressed Dust,,1,72834507.99273336,72834033.93725237,474.05548097963685,10,6496 32,93842 93843,additionalcompression:dust_compressed:4
Quintuple Compressed Sand,,1,72820969.93725237,72820911.93725237,58,6,4352 32,93559 93560,additionalcompression:blocksand_compressed:4
Personal Nano Bot Beacon Tier 6,,1,72004744.78944838,9266627.196695821,62738117.59275256,1118,1152 2080,97703,environmentaltech:nano_cont_personal_6:0
PSI-Force Cell,§b2.56 MPSI§7 / §b2.56 MPSI\n§7Stores psionic energy.,1,71793964.91533713,13876926.787868913,57917038.12746821,1105,7904 4320,98427,psicosts:psi_cell:3
PSI-Force Cell,§b2.56 MPSI§7 / §b2.56 MPSI\n§7Stores psionic energy.,1,71793964.91533713,13876926.787868913,57917038.12746821,1105,7904 4320,98427,psicosts:psi_cell:3:{PsioCharge:2560000}
Wyvern Helm,Charge: 512.0K / 2.0M RF,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,5152 1856,14364 10789,draconicevolution:wyvern_helm:0:{Energy:512000}
Wyvern Chestplate,Charge: 512.0K / 2.0M RF,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,4992 1856,14365 10790,draconicevolution:wyvern_chest:0:{Energy:512000}
Draconic Helm,Charge: 1.0M / 16.0M RF,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,1760 1856,14368 10793,draconicevolution:draconic_helm:0:{Energy:1000000}
Draconic Chestplate,Charge: 1.0M / 16.0M RF\n§b#Flight,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,1600 1856,14369 10794,draconicevolution:draconic_chest:0:{Energy:1000000}
Draconic Leggings,Charge: 1.0M / 16.0M RF,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,1984 1856,14370 10795,draconicevolution:draconic_legs:0:{Energy:1000000}
Draconic Boots,Charge: 1.0M / 16.0M RF,1,71741225.80119525,15153741.499107938,56587484.30208731,1058,1408 1856,14371 10796,draconicevolution:draconic_boots:0:{Energy:1000000}
Wyvern Helm,Charge: 2.0M / 2.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,5152 1856,22041 10789,"draconicevolution:wyvern_helm:0:{Energy:2000000,DEUpgrades:{rfCap:1b}}"
Wyvern Helm,Charge: 16.0M / 8.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,5152 1856,22041 10789,"draconicevolution:wyvern_helm:0:{DEUpgrades:{rfCap:1b,shieldCap:2b,shieldRec:2b},Energy:16000000}"
Wyvern Chestplate,Charge: 2.0M / 8.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,4992 1856,22041 10790,"draconicevolution:wyvern_chest:0:{Energy:2000000,DEUpgrades:{rfCap:1b}}"
Wyvern Chestplate,Charge: 2.0M / 2.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,4992 1856,22041 10790,"draconicevolution:wyvern_chest:0:{DEUpgrades:{rfCap:1b,shieldCap:2b,shieldRec:2b},Energy:16000000}"
Draconic Helm,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1760 1856,22041 10793,"draconicevolution:draconic_helm:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Helm,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1760 1856,22041 10793,"draconicevolution:draconic_helm:0:{DEUpgrades:{rfCap:1b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Chestplate,Charge: 16.0M / 64.0M RF\n§b#Flight,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1600 1856,22041 10794,"draconicevolution:draconic_chest:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Chestplate,Charge: 256.0M / 64.0M RF\n§b#Flight,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1600 1856,22041 10794,"draconicevolution:draconic_chest:0:{DEUpgrades:{rfCap:1b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Leggings,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1984 1856,22041 10795,"draconicevolution:draconic_legs:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Leggings,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1984 1856,22041 10795,"draconicevolution:draconic_legs:0:{DEUpgrades:{rfCap:1b,moveSpeed:3b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Boots,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1408 1856,22041 10796,"draconicevolution:draconic_boots:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Boots,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1408 1856,22041 10796,"draconicevolution:draconic_boots:0:{DEUpgrades:{rfCap:1b,jumpBoost:3b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Flux Capacitor,Charge: 64.0M / 384.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2656 1856,22041 14350 91641,"draconicevolution:draconium_capacitor:1:{Energy:64000000,DEUpgrades:{rfCap:1b}}"
Draconic Flux Capacitor,Charge: 768.0M / 384.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2656 1856,22041 91641,"draconicevolution:draconium_capacitor:1:{DEUpgrades:{rfCap:1b},Energy:768000000}"
Draconic Axe,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1280 1856,22041 22062,"draconicevolution:draconic_axe:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Axe,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1280 1856,22041 22062,"draconicevolution:draconic_axe:0:{DEUpgrades:{rfCap:1b,digSpeed:3b,digAOE:3b},Energy:256000000}"
Draconic Bow,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1504 1856,22041 22063,"draconicevolution:draconic_bow:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Bow,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1504 1856,22041 22063,"draconicevolution:draconic_bow:0:{DEUpgrades:{rfCap:1b,arrowDmg:3b,arrowSpeed:3b,drawSpeed:3b},Energy:256000000}"
Draconic Hoe,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1856 1856,22041 22065,"draconicevolution:draconic_hoe:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Hoe,Charge: 256.0M / 256.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,1856 1856,22041 22065,"draconicevolution:draconic_hoe:0:{DEUpgrades:{rfCap:1b,digAOE:3b},Energy:256000000}"
Draconic Pickaxe,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2080 1856,22041 22060,"draconicevolution:draconic_pick:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Pickaxe,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2080 1856,22041 22060,"draconicevolution:draconic_pick:0:{DEUpgrades:{rfCap:1b,digSpeed:3b,digAOE:3b},Energy:256000000}"
Draconic Shovel,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2176 1856,22041 22061,"draconicevolution:draconic_shovel:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Shovel,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2176 1856,22041 22061,"draconicevolution:draconic_shovel:0:{DEUpgrades:{rfCap:1b,digSpeed:3b,digAOE:3b},Energy:256000000}"
Draconic Staff of Power,Charge: 48.0M / 192.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2304 1856,22041 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{rfCap:1b}}"
Draconic Staff of Power,Charge: 768.0M / 192.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2304 1856,22041 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:1b,digSpeed:3b,digAOE:3b,attackDmg:3b,attackAOE:3b},Energy:768000000}"
Draconic Sword,Charge: 16.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2400 1856,22041 22064,"draconicevolution:draconic_sword:0:{Energy:16000000,DEUpgrades:{rfCap:1b}}"
Draconic Sword,Charge: 256.0M / 64.0M RF,1,71741223.80119526,15153740.499107938,56587483.30208732,1057,2400 1856,22041 22064,"draconicevolution:draconic_sword:0:{DEUpgrades:{rfCap:1b,attackDmg:3b,attackAOE:3b},Energy:256000000}"
Reactor Energy Injector,,1,71418855.39901751,15374325.478313843,56044529.920703664,1022,4096 1856,22057,draconicevolution:reactor_component:1
Dimension Enscriber Prototype,,1,71280157.63903628,12651828.902258819,58628328.73677747,1076,,98505,rftdimtweak:dimension_enscriber:0
Fusewood Shard,,1,71268357.99446921,14777591.242912779,56490766.751556434,1031,4992 6368,49048 49047 49117,"tconstruct:shard:0:{Material:""draconic_metal""}"
Sextuple Compressed Clay,,1,71230529.04267924,71230497.46841997,31.57425925925926,8,4928 32,93592 93595,additionalcompression:clay_compressed:5
Chaotic Metal Nugget,,1,71130830.14017957,15086289.219475908,56044540.920703664,1033,4896 4992,89845 49119,tconevo:metal:12
Draconic Axe,Charge: 16.0M / 16.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,1280 1856,22032 22062,"draconicevolution:draconic_axe:0:{Energy:16000000,DEUpgrades:{digSpeed:1b}}"
Draconic Axe,Charge: 256.0M / 256.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,1280 1856,22032 22062,"draconicevolution:draconic_axe:0:{DEUpgrades:{rfCap:3b,digSpeed:1b,digAOE:3b},Energy:256000000}"
Draconic Pickaxe,Charge: 16.0M / 16.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2080 1856,22032 22060,"draconicevolution:draconic_pick:0:{Energy:16000000,DEUpgrades:{digSpeed:1b}}"
Draconic Pickaxe,Charge: 256.0M / 256.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2080 1856,22032 22060,"draconicevolution:draconic_pick:0:{DEUpgrades:{rfCap:3b,digSpeed:1b,digAOE:3b},Energy:256000000}"
Draconic Shovel,Charge: 16.0M / 16.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2176 1856,22032 22061,"draconicevolution:draconic_shovel:0:{Energy:16000000,DEUpgrades:{digSpeed:1b}}"
Draconic Shovel,Charge: 256.0M / 256.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2176 1856,22032 22061,"draconicevolution:draconic_shovel:0:{DEUpgrades:{rfCap:3b,digSpeed:1b,digAOE:3b},Energy:256000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2304 1856,22032 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{digSpeed:1b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,70356879.01640229,13769394.714314973,56587484.30208732,1058,2304 1856,22032 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:1b,digAOE:3b,attackDmg:3b,attackAOE:3b},Energy:768000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,70355452.17890574,13767963.876818419,56587488.30208732,1062,2304 1856,22017 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{attackDmg:1b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,70355452.17890574,13767963.876818419,56587488.30208732,1062,2304 1856,22017 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:3b,attackDmg:1b,attackAOE:3b},Energy:768000000}"
Draconic Sword,Charge: 16.0M / 16.0M RF,1,70355452.17890574,13767963.876818419,56587488.30208732,1062,2400 1856,22017 22064,"draconicevolution:draconic_sword:0:{Energy:16000000,DEUpgrades:{attackDmg:1b}}"
Draconic Sword,Charge: 256.0M / 256.0M RF,1,70355452.17890574,13767963.876818419,56587488.30208732,1062,2400 1856,22017 22064,"draconicevolution:draconic_sword:0:{DEUpgrades:{rfCap:3b,attackDmg:1b,attackAOE:3b},Energy:256000000}"
Draconic Staff of Power,Charge: 48.0M / 48.0M RF,1,70352669.55981198,13765182.257724658,56587487.30208732,1061,2304 1856,22045 22066,"draconicevolution:draconic_staff_of_power:0:{Energy:48000000,DEUpgrades:{attackAOE:1b}}"
Draconic Staff of Power,Charge: 768.0M / 768.0M RF,1,70352669.55981198,13765182.257724658,56587487.30208732,1061,2304 1856,22045 22066,"draconicevolution:draconic_staff_of_power:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:3b,attackDmg:3b,attackAOE:1b},Energy:768000000}"
Draconic Sword,Charge: 16.0M / 16.0M RF,1,70352669.55981198,13765182.257724658,56587487.30208732,1061,2400 1856,22045 22064,"draconicevolution:draconic_sword:0:{Energy:16000000,DEUpgrades:{attackAOE:1b}}"
Draconic Sword,Charge: 256.0M / 256.0M RF,1,70352669.55981198,13765182.257724658,56587487.30208732,1061,2400 1856,22045 22064,"draconicevolution:draconic_sword:0:{DEUpgrades:{rfCap:3b,attackDmg:3b,attackAOE:1b},Energy:256000000}"
Draconic Axe,Charge: 16.0M / 16.0M RF,1,70352594.13582984,13765110.833742516,56587483.30208732,1057,1280 1856,22035 22062,"draconicevolution:draconic_axe:0:{Energy:16000000,DEUpgrades:{digAOE:1b}}"
Draconic Axe,Charge: 256.0M / 256.0M RF,1,70352594.13582984,13765110.833742516,56587483.30208732,1057,1280 1856,22035 22062,"draconicevolution:draconic_axe:0:{DEUpgrades:{rfCap:3b,digSpeed:3b,digAOE:1b},Energy:256000000}"
Draconic Hoe,Charge: 16.0M / 16.0M RF,1,70352594.13582984,13765110.833742516,56587483.30208732,1057,1856 1856,22035 22065,"draconicevolution:draconic_hoe:0:{Energy:16000000,DEUpgrades:{digAOE:1b}}"
Draconic Hoe,Charge: 256.0M / 256.0M RF,1,70352594.13582984,13765110.833742516,56587483.30208732,1057,1856 1856,22035 22065,"draconicevolution:draconic_hoe:0:{DEUpgrades:{rfCap:3b,digAOE:1b},Energy:256000000}"
Draconic Pickaxe,Charge: 16.0M / 16.0M RF,1,70352594.13582984,13765110.833742516,56587483.30208732,1057,2080 1856,22035 22060,"draconicevolution:draconic_pick:0:{Energy:16000000,DEUpgrades:{digAOE:1b}}"
