display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
Fluorine,,1,360204.2699612927,1.679,360202.5909612927,367,3168 16,,6505 1433 13542 29658 25413 26673 25411 26671 25412 26672 25455 26730 26744 26743 26723 25453 26728 6003 26722 26721 25459 26736 13480 13509 13497 13506 13498 13494 13507 13486 13495 13487 13499 13505 13493 13512 13508 13496 13510 13511 13502 13490 13503 13491 13504 13492 13501 13500 13489 13488 8481 8487 8488 8489 8490 8491 8492 8493 8494 8495 8496 8497 8498 8499 8500 8501 8502 8503 8504 8505 8506 8507 8508 8509 8510 8511 8512 8513 26734,1434 6674 8429 13519 13520 13521 13532 13543 13561 13573 13582 13583 13584 13585 13586 13587 13588 13589 13590 13591 13592 13593 13594 13595 13596 13597 13598 13599 13600 13601 13602 13603 13604 13605 13606 13607 13608 13609 17299 17317 29333 29652 29653 59285 59337,fluid:fluorine
Molten Samarium,,1,359940.4049382512,47857.481481481474,312082.9234567697,204,4000 32,🍾,2112,2111,qmd:fluid_samarium:0
Plutonium-241-Zirconium Alloy,,1,358805.68685784587,13781.666666666664,345024.0201911792,217,2288 1168,,12724 18279 18282 18249 18270 10170 18261 18264,10149 24433 29375 29427 29466 29632 29724 29763 59476 59480 59488,nuclearcraft:plutonium:14
Depleted LEA-242-Zirconium Alloy Fuel Pellet,,1,358770.87204303115,13740.85185185185,345030.0201911793,223,3760 1136,,10398,18285 60007,nuclearcraft:depleted_fuel_americium:3
LEA-242-Zirconium Alloy Fuel Pellet,,1,358768.87204303103,13739.85185185185,345029.0201911792,222,2768 1152,,12752 59492,10398,nuclearcraft:fuel_americium:3
Fiery Ingot Essence,,1,358757.81426725595,51,358706.81426725595,284,1168 1120,,34197 33684 33706 34090,17262 21766 21767 21768 40983,mysticalagriculture:fiery_ingot_essence:0
Fiery Ingot Seeds,,1,358705.81426725595,200035.98501344086,158669.8292538151,283,1136 1120,,19594,10209 19807 22832 25708 33684 33706 34090 34197 40984,mysticalagriculture:fiery_ingot_seeds:0
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Raw Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,816 192,,16678 56891 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 56891 56892 56893 56894 56895,bloodmagic:soul_gem:4
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Steadfast Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 43672 56891 56895 43652 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 27931 28876 42580 42584 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:1.0d,demonWillType:""steadfast""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Corrosive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 43657 56891 56892 43652 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 28060 28876 42580 42581 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:1.0d,demonWillType:""corrosive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Destructive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 43662 56891 56893 43652 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 28340 28876 42580 42582 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:1.0d,demonWillType:""destructive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Vengeful Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 43667 56891 56894 43652 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 28435 28876 42580 42583 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:1.0d,demonWillType:""vengeful""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Raw Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 43652 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 28876 42580 56891 56892 56893 56894 56895,bloodmagic:soul_gem:4:{souls:1.0d}
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Raw Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 43652 56891 56892 56893 56894 56895,bloodmagic:soul_gem:4:{souls:0.0f}
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 1.00\nContains: Destructive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 56892 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 43652 43657 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:0.0f,demonWillType:""corrosive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Destructive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 56893 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 43652 43662 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:0.0f,demonWillType:""destructive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Vengeful Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 56894 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 43652 43667 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:0.0f,demonWillType:""vengeful""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Steadfast Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,784 192,,16678 56891 56895 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 43652 43672 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{souls:0.0f,demonWillType:""steadfast""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Corrosive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,832 192,,16678 56891 56892 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{demonWillType:""corrosive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Destructive Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,800 192,,16678 56891 56893 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{demonWillType:""destructive""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Vengeful Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,848 192,,16678 56891 56894 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{demonWillType:""vengeful""}"
Grand Tartaric Gem,A gem used to contain a large amount of will\nWill Quality: 0.00\nContains: Steadfast Will,1,358393.3447010769,251850.07834757835,106543.26635349856,204,816 192,,16678 56891 56895 7568 7565 7570 7566 7572 7558 7563 7567 7559 7569 7562 7564 7561 7571 7560,16623 16624 16625 16626 16627 16628 16629 16630 16631 16632 16633 16634 16635 16636 16637 16638 16639 16640 16641 16642 16643 16644 16645 16646 16647 16648 16649 16650 16651 16652 16653 16654 16655 16656 16657 16658 16659 16660 16661 16662 16663 16664 16665 16666 16667 16668 16669 16670 16671 16672 16673 16674 16675 16676 16677 16678 16679 16680 16681 16682 16683 16684 56891 56892 56893 56894 56895,"bloodmagic:soul_gem:4:{demonWillType:""steadfast""}"
Witherite Water,,1,357214.398945294,160.15915915915915,357054.2397861348,220,1232 48,🍾,2288,2287,trinity:fluid_witherite_water:0
Witherite Water,,1,357053.398945294,0.15915915915915915,357053.2397861348,219,1232 48,🗑️,9211 2287,2288 7298 13617,fluid:witherite_water
Genetic Replicator,,1,356966.73743563815,156277.68345131085,200689.0539843273,251,336 768,,61669,,gendustry:replicator:0
Americium-243-Zirconium Alloy,,1,356656.0201911792,11631.999999999998,345024.0201911792,217,2336 1136,,12728 18276 18255 18258 18285 18270 18279 18288 18282 10182 18273 18267 18249 18252 10178 18350,10162 24185 29378 29416 29455 29621 29713 29752 59492 59496 65705,nuclearcraft:americium:14
Cobalt-60 Source,§2Amount: 0 pu / 1 Mpu,1,356561.13093721104,22562,333999.13093721104,224,3280 1248,,59910,,"qmd:source:2:{particle_storage:{particle_amount:1000000,particle_capacity:1000000}}"
Depleted LEP-239-Zirconium Alloy Fuel Pellet,,1,356442.64982080885,11411.629629629628,345031.02019117924,224,928 1152,,10380,18267 60006,nuclearcraft:depleted_fuel_plutonium:3
LEP-239-Zirconium Alloy Fuel Pellet,,1,356440.6498208088,11410.629629629628,345030.0201911792,223,3712 1152,,12746 59468,10380,nuclearcraft:fuel_plutonium:3
Shard of Laputa,Shard Power XVI,1,356359.40204188094,243743.05833333335,112616.34370854759,246,112 224,🍾,53057,53289,botania:laputashard:15
Amethyst Chunk,,1,356135.9342082104,192958.89979344732,163177.03441476307,280,848 944,,34388,22190 24428 32896 36827,jaopca:item_chunkamethyst:0
Molten Plutonium-241,,1,356010.872716029,47857.481481481474,308153.39123454754,203,3168 32,🍾,2010,2009,nuclearcraft:fluid_plutonium_241:0
Molten Promethium-147,,1,356002.92827158456,47850.53703703703,308152.39123454754,202,3408 32,🍾,2048,2047,nuclearcraft:fluid_promethium_147:0
Molten Strontium-90,,1,356002.92827158456,47850.53703703703,308152.39123454754,202,464 48,🍾,2186,2185,nuclearcraft:fluid_strontium_90:0
Crusted Opening,,1,355865.27590340987,146281,209584.27590340987,225,2656 1760,🍾,5526,5527,thaumicaugmentation:crab_vent:0
Eldritch Pedestal,,1,355850.32139072847,343602.8,12247.521390728476,41,3456 1744,,29901 5511,,thaumcraft:pedestal_eldritch:0
Depleted HEP-241-Zirconium Alloy Fuel Pellet,,1,355796.79796895705,10769.777777777776,345027.0201911793,220,880 1152,,10389,18276 60006,nuclearcraft:depleted_fuel_plutonium:15
HEP-241-Zirconium Alloy Fuel Pellet,,1,355794.79796895693,10768.777777777776,345026.0201911792,219,3664 1152,,12749 59480,10389,nuclearcraft:fuel_plutonium:15
Molten LEA-242,,1,355721.4920575928,47567.100823045264,308154.39123454754,204,1024 32,🍾,1702,1701,nuclearcraft:fluid_lea_242:0
Tide Guardian Leggings,§9Blue\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,112 2096,🍾,53415,37108,iceandfire:tide_blue_leggings:0
Tide Guardian Leggings,§1Deep Blue\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,272 2096,🍾,53407,37110,iceandfire:tide_deepblue_leggings:0
Tide Guardian Leggings,§2Green\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,336 2096,🍾,53403,37111,iceandfire:tide_green_leggings:0
Tide Guardian Leggings,§5Purple\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,400 2096,🍾,53399,37112,iceandfire:tide_purple_leggings:0
Tide Guardian Leggings,§4Red\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,464 2096,🍾,53395,37113,iceandfire:tide_red_leggings:0
Tide Guardian Leggings,§bTeal\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,528 2096,🍾,53391,37114,iceandfire:tide_teal_leggings:0
Tide Guardian Helmet,§9Blue\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,128 2096,🍾,53416,37291,iceandfire:tide_blue_helmet:0
Tide Guardian Helmet,§1Deep Blue\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,256 2096,🍾,53408,37295,iceandfire:tide_deepblue_helmet:0
Tide Guardian Helmet,§2Green\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,320 2096,🍾,53404,37297,iceandfire:tide_green_helmet:0
Tide Guardian Helmet,§5Purple\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,352 2096,🍾,53400,37299,iceandfire:tide_purple_helmet:0
Tide Guardian Helmet,§4Red\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,448 2096,🍾,53396,37301,iceandfire:tide_red_helmet:0
Tide Guardian Helmet,§2Green\n§eCosmetic gear. Better use TConstruct materials.,1,355317.3,355013,304.3,13,512 2096,🍾,53392,37303,iceandfire:tide_teal_helmet:0
§916³§r Spatial Component,,1,355055.9857898829,159977.1666666667,195078.8191232162,232,2896 96,,51831,51830 63269 64726,appliedenergistics2:material:33
Depleted LEP-241-Zirconium Alloy Fuel Pellet,,1,354792.46463562374,9765.444444444443,345027.0201911793,220,848 1152,,10386,18273 60006,nuclearcraft:depleted_fuel_plutonium:11
LEP-241-Zirconium Alloy Fuel Pellet,,1,354790.4646356236,9764.444444444443,345026.0201911792,219,3632 1152,,12748 59476,10386,nuclearcraft:fuel_plutonium:11
Depleted MZA-239 Fuel Pellet,,1,354563.8720430311,9533.85185185185,345030.02019117924,223,608 1152,🍾,10392,18279,nuclearcraft:depleted_fuel_mixed:3
MZA-239 Fuel Pellet,,1,354561.87204303103,9532.85185185185,345029.0201911792,222,3424 1152,,12750 59484,10392,nuclearcraft:fuel_mixed:3
Uranium-235-Zirconium Alloy,,1,354495.3535245125,9472.333333333332,345023.0201911792,216,2624 1184,,12718 10145 18252,24365 29371 29410 29449 29615 29707 29746 59452 59456,nuclearcraft:uranium:9
Plutonium-242-Zirconium Alloy,,1,354286.18685784587,9262.166666666664,345024.0201911792,217,2368 1168,,12725 18273 18282 18255 18258 18279 18267 10174 18252 18249 18261 18264,7576 10153 13415 24434 29376 29403 29442 29608 29700 29739 34367 59468 59472 59476 59480 63797 65160 65500 65703,nuclearcraft:plutonium:19
Molten Plutonium-238,,1,354186.0279359364,482.7083333333333,353703.3196026031,215,3136 32,,20458 2005 14699,2006 8854 14271,fluid:plutonium_238
Lava Fabricator,,1,354033.4962610025,230648.11703042328,123385.37923057922,145,560 928,,55594,6693 6703,industrialforegoing:lava_fabricator:0
Helium,,1,354033.20655200793,1033.03125,353000.17530200793,214,3904 16,🍾,1544,1543,nuclearcraft:fluid_helium:0
